id	synopsis	rating	genre	director	writer	theater_date	dvd_date	currency	box_office	runtime	studio
1112	Three sisters Sachi, Yoshino and Chika live together in a large house in the city of Kamakura. When their father absent from the family home for the last 15 years dies, they travel to the countryside for his funeral and meet their shy teenage half-sister. Bonding quickly with the orphaned Suzu, they invite her to live with them. Suzu eagerly agrees, and a new life of joyful discovery begins for the four siblings.	PG	Drama	Hirokazu Koreeda	Hirokazu Koreeda	2016-07-08	2016-11-22	$	466,986	128 minutes	Sony Pictures Classics
1113	Luke Wilson, Giovanni Ribisi, and Gabriel Macht headline director/co-screenwriter George Gallo's fact-based period comedy detailing the rise of the internet porn business in the mid-'90s. Businessman Jack Harris (Wilson) made his living solving other people's problems. Wayne Beering (Ribisi) and Buck Dolby (Macht) were two technological innovators with a plan to make a mint by selling pornography online. When Jack met Wayne and Buck, it was a match made in money heaven. Before long the trio was making 200,000 dollars a day, but it wouldn't last. When a young porn star begins muscling Jack from one side and the FBI starts asking questions on the other, the foolproof plan to get wealthy beyond his wildest dreams becomes an inescapable trap that threatens to break up his family and destroy his livelihood. Kelsey Grammer, Kevin Pollack, Terry Crews, and Christopher McDonald co-star.	R	Comedy|Drama	George Gallo	George Gallo|Andy Weiss	2010-08-06	2011-02-08	$	723,714	112 minutes	Paramount Pictures
1114	When four lifelong friends-Regina Hall, Queen Latifah, Jada Pinkett Smith and Tiffany Haddish-travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling and romancing to make the Big Easy blush. James Lopez, head of motion pictures for Will Packer Productions, and Preston Holmes, executive produce.	R	Comedy|Drama	Unknown	Kenya Barris|Tracy Oliver	2017-07-21	2017-10-17	$	115,088,305	122 minutes	Universal Pictures
1122	"TOUCHY FEELY is a closely observed examination of a family whose delicate psychic balance suddenly unravels. Abby (Rosemarie DeWitt), is a sought after massage therapist and a free spirit, while her brother Paul (Josh Pais) thrives on routine and convention, running a flagging dental practice and co-dependently enlisting the assistance of his emotionally stunted daughter Jenny (Ellen Page). Suddenly, transformation touches everyone. Abby develops an uncontrollable aversion to bodily contact, which not only makes her occupation impossible but severely hinders the passionate love life between her and her boyfriend (Scoot McNairy.) Meanwhile, rumors of Paul's ""healing touch"" begin to miraculously invigorate his practice as well as his life outside the office. As Abby navigates her way through a soul-searching identity crisis, her formerly skeptical brother discovers a whole new side of himself. TOUCHY FEELY is about the experience of living in one's own skin, both literally and figuratively. The film, written and directed by Shelton, and co-starring Allison Janney, Ron Livingston, and newcomer Tomo Nakayama (of the indie rock band Grand Hallway), is filmed on location in Shelton's hometown and urban muse of Seattle. (c) Magnolia"	R	Drama	Lynn Shelton	Lynn Shelton	2013-09-06	2013-12-10	$	35,966	90 minutes	Magnolia Pictures
1136	"The Hobbit: An Unexpected Journey follows title character Bilbo Baggins, who is swept into an epic quest to reclaim the lost Dwarf Kingdom of Erebor, which was long ago conquered by the dragon Smaug. Approached out of the blue by the wizard Gandalf the Grey, Bilbo finds himself joining a company of thirteen dwarves led by the legendary warrior Thorin Oakenshield. Although their goal lies to the East and the wastelands of the Lonely Mountain, first they must escape the goblin tunnels, where Bilbo meets the creature that will change his life forever... Gollum. Here, alone with Gollum, on the shores of an underground lake, the unassuming Bilbo Baggins not only discovers depths ofguile and courage that surprise even him, he also gains possession of Gollum's ""precious"" ...a simple, gold ring that is tied to the fate of all Middle-earth in ways Bilbo cannot begin to know. -- (C) Warner Bros"	PG-13	Action and Adventure|Science Fiction and Fantasy	Peter Jackson	Peter Jackson|Philippa Boyens|Guillermo del Toro|Fran Walsh	2012-12-14	2013-03-19	$	303,001,229	170 minutes	Warner Bros.
1140	"Johnny Knoxville and his crew of fun-loving masochists bring their routines to the big screen in this feature adaptation of the popular but controversial MTV series Jackass. A crew of young men perform a variety of strange, painful, and often humiliating stunts for the amusement of themselves and those around them, including crawling across dozens of mousetraps while wearing rodent make-up, being rolled down bowling lanes on skateboards, racing in golf carts across an ancient driving range, giving themselves self-inflicted paper cuts, making snow cones out of urine, tightrope walking over live alligators, using uninstalled sanitary plumbing in a hardware store, terrifying Japanese pedestrians while wearing panda costumes, and much, much more. Johnny Knoxville, the show's creator and star, returns to head up this movie version of Jackass, along with series regulars Bam Margera, Ryan Dunn, Chris Pontius, Steve-O, Dave England, Jason ""Wee Man"" Acuna, Preston Lacy, Ehren McGhehey, and Brandon DiCamillo; Henry Rollins, Tony Hawk, and Spike Jonze are among the movie's guest stars."	R	Comedy|Documentary	Jeff Tremaine	Jeff Tremaine|Johnny Knoxville	2002-10-25	2003-03-25	$	64,209,101	84 minutes	Paramount Pictures
1143	Adapted from Anne Holm's 1963 novel of the same name, I Am David is a family adventure film from writer/director Paul Feig, one of the creators of the short-lived, cult-favorite television dramedy Freaks and Geeks. Ben Tibber stars as David, a boy who, with the help of his friend Johannes (James Caviezel), escapes from a Bulgarian prison camp and begins a harrowing journey that leads him to Denmark via Italy. I Am David also stars Joan Plowright, Maria Bonnevie, and Silvia De Santis.	PG	Drama	Paul Feig	Paul Feig	2004-12-03	2005-04-05	$	252,018	95 minutes	Lions Gate Films
1149	A failing high-school football coach finds that in order to succeed he must convince his team that there's more to sports than fame and glory in an inspirational tale of courage on the gridiron and the power of God's word. Grant Taylor (Alex Kendrick) has been coaching the Shiloh Eagles for six years, and he has yet to realize his dream of a winning season. When the team's star player transfers schools, the first three games of the new season show no promise for improvement, troubles at home begin to take their toll, and a plot among the player's fathers to have him fired finds his future in football looking bleak, Coach Taylor is faced with the prospect of either cutting his losses and admitting defeat or turning his life over to God in an attempt to test the true power of faith. With his job on the line and nothing left to lose, Coach Taylor convinces his determined team of underdogs that there's nothing they can't accomplish with a little faith -- including the miracle of a winning season when all hope seems lost.	PG	Drama|Faith and Spirituality	Alex Kendrick|Stephen Kendrick	Alex Kendrick|Stephen Kendrick	2006-09-29	2007-01-30	$	10,127,352	111 minutes	Destination Film
1150	A laid-back health inspector's comfortable routine receives an unwelcome shake up when he's assigned the task of training his new rookie partner and investigating the outbreak of a mysterious illness at one of the city's most posh restraints in this no-holds-barred comedy starring Blue Collar standup king Larry the Cable Guy. It's all greasy spoons and low-rent ethnic eateries in the world of seasoned big-city health inspector Larry (Larry the Cable Guy), and that's just the way he likes it. After begrudgingly accepting the task of training by-the-books trainee Amy (Iris Bahr), Larry lands the biggest case of his career when a group of high-class diners fall ill following a particularly pricey meal. Though the gruff but lovable health inspector soon loses his job as a direct result of his questionable manners, he soon wins the heart of a shy waitress while attempting to go undercover to crack the case and ensure that the conspirators who engineered the poisonous plan are brought to justice.	PG-13	Comedy	Trent Cooper	Jonathan Bernstein|James Greer	2006-03-24	2006-08-08	$	15,655,665	89 minutes	Lions Gate Films
1155	"""Valentino: The Last Emperor"" provides a first-time glimpse into Valentino's world of bygone glamour. Filmed from June 2005 to July 2007, the crew shot over 250 hours of footage with exclusive, unprecedented access to Valentino and his entourage. The resulting non-fiction film is a portrait of an extraordinary partnership, the longest running in fashion, and a dramatic story about a master confronting the final act of his celebrated career."	PG-13	Documentary|Special Interest	Matt Tynauer|Matt Tyrnauer	Unknown	2009-03-18	2009-09-08	$	1,569,618	96 minutes	Truly Indie
1161	Screenwriter Nimrod Antal makes an impressive directorial debut in this surreal, atmospheric and entirely subterranean black comedy-thriller about transit officials in a Budapest subway dealing with unruly riders and a serial killer. Sandor Csanyi, Zoltan Mucsi, Csaba Pindroch, Sandor Badar, Zsolt Nagy, Bence Matyassi.	R	Action and Adventure|Art House and International|Drama|Mystery and Suspense	Unknown	Unknown	2005-04-01	2005-08-30	$	116,783	105 minutes	ThinkFilm Inc.
1162	SNL alumni Tina Fey steps into the well worn shoes of journalist Kim Barker in Paramount Pictures' adaptation of Barker's memoir The Taliban Shuffle: Strange Days in Afghanistan and Pakistan, which details her years as a reporter in Pakistan and Afghanistan beginning in 2002.	R	Comedy|Drama	Glenn Ficarra|John Requa	Robert Carlock	2016-03-04	2016-06-28	$	18,356,529	111 minutes	Paramount Pictures
1169	From masters of horror Blumhouse Productions- producer of THE PURGE, INSIDIOUS and SINISTER franchises- THE LAZARUS EFFECT follows a group of researchers led by Frank (Mark Duplass) and his fianc	PG-13	Horror	David Gelb	Luke Dawson|Jeremy Slater	2015-02-27	2015-06-16	$	20,467,547	83 minutes	Relativity Media
1171	Academy Award-nominated writer/director J.C. Chandor (Margin Call) takes the helm for this tense adventure drama about a man (Robert Redford) who must fight for survival after being lost at sea.	PG-13	Action and Adventure|Mystery and Suspense	Unknown	Unknown	2013-10-18	2014-02-11	$	4,300,353	105 minutes	Lionsgate/Roadside Attractions
1180	Despite having recently presided over a very successful Halloween, Jack Skellington, aka the Pumpkin King, is bored with his job and feels that life in Halloweenland lacks meaning. Then he stumbles upon Christmastown and promptly decides to make the Yuletide his own.	PG	Animation|Kids and Family|Science Fiction and Fantasy	Henry Selick|Tim Burton	Tim Burton|Caroline Thompson|Michael McDowell	1993-10-24	1997-12-02	$	8,616,662	76 minutes	Touchstone Pictures
1182	"""Michael Jackson's This Is It"" will offer Jackson fans and music lovers worldwide a rare, behind-the-scenes look at the performer as he developed, created and rehearsed for his sold-out concerts that would have taken place beginning this summer in London's O2 Arena. Chronicling the months from March through June, 2009, the film is produced with the full support of the Estate of Michael Jackson and drawn from more than one hundred hours of behind-the-scenes footage, featuring Jackson rehearsing a number of his songs for the show. Audiences will be given a privileged and private look at Jackson as he has never been seen before. In raw and candid detail, ""Michael Jackson's This Is It"" captures the singer, dancer, filmmaker, architect, creative genius, and great artist at work as he creates and perfects his final show."	PG	Documentary|Musical and Performing Arts	Kenny Ortega	Unknown	2009-10-28	2010-01-26	$	71,844,424	121 minutes	Sony Pictures/Columbia Pictures
1183	After making a striking directorial debut with her screen adaptation of The Virgin Suicides, Sofia Coppola offers a story of love and friendship blooming under unlikely circumstances in this comedy drama. Bob Harris (Bill Murray) is a well-known American actor whose career has gone into a tailspin; needing work, he takes a very large fee to appear in a commercial for Japanese whiskey to be shot in Tokyo. Feeling no small degree of culture shock in Japan, Bob spends most of his non-working hours at his hotel, where he meets Charlotte (Scarlett Johansson) at the bar. Twentysomething Charlotte is married to John (Giovanni Ribisi), a successful photographer who is in Tokyo on an assignment, leaving her to while away her time while he works. Beyond their shared bemusement and confusion with the sights and sounds of contemporary Tokyo, Bob and Charlotte share a similar dissatisfaction with their lives; the spark has gone out of Bob's marriage, and he's become disillusioned with his career. Meanwhile, Charlotte is puzzled with how much John has changed in their two years of marriage, while she's been unable to launch a creative career of her own. Bob and Charlotte become fast friends, and as they explore Tokyo, they begin to wonder if their sudden friendship might be growing into something more.	R	Comedy|Drama|Romance	Sofia Coppola	Sofia Coppola	2003-09-26	2004-02-03	$	44,566,004	102 minutes	Focus Features
1200	In 1881 a younger member of the notorious James gang becomes so inextricably drawn to and frightened of his mentor that his own delusions of grandeur force him to consider doing the unthinkable.	R	Action and Adventure|Drama|Western	Andrew Dominik	Andrew Dominik	2007-10-05	2008-02-05	$	3,900,000	159 minutes	Warner Bros. Pictures
1210	A woman finds herself drafted into the battle of finding the perfect man in this romantic comedy. Sarah Nolan (Diane Lane) is a kindergarten teacher in her mid-thirties who is still dealing with the emotional aftermath of her divorce eight months ago. While her sisters, Christine (Ali Hillis) and Carol (Elizabeth Perkins), both think Sarah needs to start dating again, Sarah herself isn't so sure. Carol decides to force the issue by posting Sarah's photo and profile on an Internet dating site, and soon a number of seemingly eligible bachelors are sending her e-mails in hopes of a date. However, nearly every man she meets turns out to be a loser, with the exception of Jake (John Cusack), who is smart, good looking, and even brings along a dog for their walk in the park (though he doesn't tell her the pooch was borrowed for the occasion). However, Sarah also makes the acquaintance of Bob (Dermot Mulroney), the divorced father of one of her students, and she finds herself having to choose between two potentially worthwhile men. Meanwhile, Sarah's widowed father, Bill (Christopher Plummer), decides to give Internet dating a try, and lands himself a new steady in Dolly (Stockard Channing). Must Love Dogs is based on the best-selling novel of the same title by Claire Cook.	PG-13	Comedy|Drama|Romance	Gary David Goldberg	Gary David Goldberg	2005-07-29	2005-12-20	$	43,800,000	98 minutes	Warner Bros. Pictures
1223	A once-loving Chicago couple whose happily-ever-after quickly turned into a never-again finds their crumbling romance complicated when both parties refuse to move out of the pair's recently purchased condo. The Break-Up is a romantic comedy that starts where all the others end. The future once looked promising for thirtysomething couple Brooke (Jennifer Aniston) and Gary (Vince Vaughn), but lately it seems like a series of increasingly petty and intolerable squabbles have snuffed any semblance of romance in their relationship. Their confrontation endlessly fueled by mean-spirited suggestions of revenge tactics from friends and family and their stubborn refusal to budge resulting in an excruciating stalemate, Brooke and Gary ultimately decide to spitefully stick it out as hostile roommates until the weaker party eventually admits defeat. As the competition to drive one another out grows increasingly intense and outrageous, however, Brooke eventually comes to the realization that she's not fighting for possession of the condominium as much as she is fighting to salvage her relationship with the man she once viewed as the love of her life.	PG-13	Comedy|Drama|Romance	Peyton Reed	Vince Vaughn|Jeremy Garelick|Jay Lavender	2006-06-01	2006-10-17	$	118,683,135	107 minutes	Universal Pictures
1231	THE ROVER, David Michod's highly anticipated follow-up to ANIMAL KINGDOM, is set in a world 10 years following the collapse of society. The rule of the law has disintegrated and life is cheap. The film follows hardened loner Eric (Pearce) as he travels the desolate towns and roads of the outback. When a gang of thieves steals his car they leave behind a wounded Rey (Pattinson) in their wake. Forcing Rey to help track the gang, Eric will go to any lengths to take back the one thing that still matters to him. Michod also wrote the film based on a story he conceived with Joel Edgerton. (c) A24	R	Mystery and Suspense|Science Fiction and Fantasy|Western	Unknown	Unknown	2014-06-13	2014-09-23	$	709,133	103 minutes	A24 Films
1236	"AMERICAN PASTORAL follows Seymour ""Swede"" Levov, a legendary high school athlete, who grows up to marry a former beauty queen and inherits his father's business. Swede's seemingly perfect life shatters when his daughter rebels by becoming a revolutionary and committing a deadly act of political terrorism during the Vietnam War."	R	Drama	Ewan McGregor	John Romano	2016-10-21	2017-02-07	$	541,457	126 minutes	Lakeshore Entertainment
1237	Sarah Jessica Parker, Greg Kinnear, Pierce Brosnan, Olivia Munn and Christina Hendricks star in I Don't Know How She Does It, a comedy from director Douglas McGrath (Emma, Infamous) and producer Donna Gigliotti (The Reader, Let Me In). Based on the critically acclaimed bestseller by Allison Pearson, I Don't Know How She Does It follows a Boston-based working mother trying desperately to juggle marriage, children, and a high-stress job. -- (C) Weinstein	PG-13	Comedy	Douglas McGrath	Aline Brosh McKenna	2011-09-16	2012-01-03	$	9,500,000	89 minutes	The Weinstein Co.
1239	Something mysterious is happening in the Hundred Acre Wood. There are strange rumblings in the night, and the ground shakes and quakes. Pooh, Piglet, Tigger and Roo are told by Rabbit that it can only be one thing: Heffalumps. Whether or not Heffalumps are friends or foes remains to be seen.	G	Animation|Kids and Family	Frank Nissen	Brian Hohlfeld|Evan Spiliotopoulos	2005-02-11	2005-05-24	$	18,013,938	67 minutes	Buena Vista
1243	The true-life story of a coach who tries to teach his players that there's more to life than basketball is brought to the screen in this sports drama. Ken Carter (Samuel L. Jackson) was once a star player on the Richmond High School basketball team in Richmond, CA, and years later, after establishing himself in publishing and marketing, he returns to the school and to the team as the new basketball coach. Carter quickly sees that his work is cut out for him -- the team is having an awful season, and their fights off the court are more decisive than their play on the court. While Carter wants to make the Richmond cagers into a winning team, he also wants a lot more -- to teach the boys to respect themselves and one another, and that they must excel in the classroom as well as in the gymnasium. Under Carter's guidance, the team turns their losing season around, with the state title a genuine possibility. However, when Carter learns that a number of his players have let their grade point averages slip below 2.3, as mandated in a contract he entered into with the students, he decides to lock the team out of the gym and send them into study hall until their marks improve. Carter's plan quickly becomes a subject of controversy among parents and team boosters, and their objections are soon picked up by the local news media, many of whom are not sympathetic to Carter's belief that his players must have goals beyond college ball or the NBA. Coach Carter also features Rob Brown and Rick Gonzalez as members of the team, and R&amp;B; diva Ashanti in her film debut as the girlfriend of one of Carter's players.	PG-13	Drama	Thomas Carter	Mark Schwahn|John Gatins	2005-01-14	2005-06-21	$	67,169,549	136 minutes	Paramount Pictures
1255	"Mission: Impossible III director and Alias creator J.J. Abrams resurrects the classic science fiction franchise created by Gene Roddenberry with this feature film that embraces the rich history of the influential television and film series while also exploring some uncharted territory. Heroes star Zachary Quinto assumes the role of the Federation Starfleet lieutenant and Vulcan made famous in the original series by Leonard Nimoy (who also appears in an older incarnation of his original role), Spock, with Anton Yelchin stepping into the role of USS Enterprise navigator Pavel Chekov, Zoe Saldana assuming the role of communications officer Uhura, Simon Pegg keeping the ship in top shape as chief engineer Montgomery Scott (aka ""Scotty""), and Eric Bana tormenting the benevolent space explorers as the villainous Nero. Harold and Kumar Go to White Castle co-star John Cho also boards the Enterprise as Hikaru Sulu, with Chris Pine and Karl Urban assuming the legendary roles of Captain Kirk and Leonard ""Bones"" McCoy, respectively."	PG-13	Action and Adventure|Drama|Science Fiction and Fantasy	Unknown	Gene Roddenberry|Alex Kurtzman|Roberto Orci	2009-05-07	2009-11-17	$	257,704,099	127 minutes	IMAX
1256	Marc Forster's psychological thriller Stay stars Ewan McGregor as Sam Foster, a psychologist who begins to feel his grip on reality slipping away because of one of his patients. Ryan Gosling plays Henry Letham, a patient who has been offering disturbing predictions that have come true. When he claims that Henry will kill himself in three days, the psychiatrist sets off on a journey to help him. Written by David Benioff, the film co-stars Naomi Watts.	R	Drama|Mystery and Suspense|Science Fiction and Fantasy	Marc Forster	David Benioff	2005-10-21	2006-03-28	$	3,349,167	99 minutes	20th Century Fox
1260	"With the recent assault on Berlusconi in Milan where a man threw a statuette at the prime minister hitting him in the face and causing considerable injury, and the subsequent notice by his administration that the government would seek tighter controls on Facebook and other social networking sites which they claim ""instigate"" violence against the prime minister, this elucidating probe of Italian mass media and political skullduggery comes to U.S. audiences at a bizarre and critical moment in Italian history.Thirty years ago, Silvio Berlusconi bought a local television channel and aired a late-night quiz show featuring a sexy housewife who took off her clothes to reward callers for correct answers. The only complaints came from local factories whose employees stayed up late to watch and were too tired to work the next day. From then on, Berlusconi's empire grew and his shows became evermore heavily populated with half-naked women known as veline, young starlets charged with posing and dancing sexy and silent next to the host.How can one explain the devolution of the politics and media culture of Italy in the age of its current prime minister and media emperor Silvio Berlusconi? As the owner of Mediaset, he controls the majority of the country's private television stations, and other media outlets such as, for example, Medusa, the country's largest motion picture producer. As Italy's political leader, he maintains considerable control of the state-run RAI channels, affording him an unprecedented hybrid of executive power and private interest to control the airwaves - and to numb the minds of the populace and unapologetically shape public opinion to his financial and political benefit. Cut to August of 2009 when, as reported by the Associated Press, the powers that be at RAI and Mediaset channels refused to broadcast the trailer of the a small independent film called VIDEOCRACY (just prior to its world premiere at the Venice Film Festival) calling the spots ""offensive to the honor and personal reputation of the prime minister."" The film dared to probe the methods and lives of key players in Berlusconi's empire, examining how they thrive in the secret leveraging of their own conflicted interests in the realms of fame, politics and finance. Understanding that words simply cannot do his story justice, director Erik Gandini richly illustrates VIDEOCRACY with the trashy TV clips, bucolic political spots and brazen press conferences that swept Berlusconi into power - and the pandering that outshines the crassest of American broadcasters by far. Approaching the material as both insider and outsider, Gandini gains remarkable access to the opulent world of Berlusconi's associates and the armies of willing wannabes that swarm around them. Subjects range from Silvio himself, to talent agent Lele Mora, to the infamous paparazzo Fabrizio Corona (currently imprisoned for extortion), to a factory worker seeking the fame that only television can supply. In an environment where any journalist inclined to criticism faces temptation to join the party, Gandini maintains a critical distance and unravels for the viewer a modern Italy as both comedy and tragedy. -- (C) Lorber"	NR	Documentary|Special Interest|Television	Erik Gandini	Erik Gandini	2009-08-28	2010-09-07	$	363	84 minutes	Lorber Films
1263	A man who writes the book on ending a romance runs into rough sledding while starting a new one in this comedy. Quincy (Jamie Foxx) is a magazine editor whose life takes an unexpected turn for the worse when his fianc	PG-13	Comedy|Romance	Daniel Taplitz	Daniel Taplitz	2004-05-14	2004-10-12	$	11,827,301	86 minutes	Screen Gems
1265	Beth (Diane Keaton) saves a bedraggled lost dog from the side of the freeway on a wintry day in Denver. Struggling with her distracted, self-involved husband Joseph (Kevin Kline) and an empty nest at home, Beth forms a special bond with the rescued animal. When Joseph loses the dog after their daughter's (Elisabeth Moss) wedding at their vacation home in the Rockies, Beth, distraught and angry with Joseph, enlists the help of the few remaining guests (Dianne Wiest, Richard Jenkins, Mark Duplass) and a mysterious woman (Ayelet Zurer) in a frantic search. -- (C) Sony Classics	PG-13	Comedy|Drama	Lawrence Kasdan	Lawrence Kasdan|Meg Kasdan	2012-04-20	2012-08-28	$	793,352	103 minutes	Sony Pictures Classics
1268	After ten years of marriage, Jeff and Nealy Lang (Tobey Maguire and Elizabeth Banks) have an idyllic suburban home... and a relationship on the skids. But, when a family of hungry raccoons ransacks their perfectly manicured backyard, Jeff becomes single-mindedly obsessed with eradicating the pests by any means necessary. Soon the relentless rodents aren't merely uprooting the lawn, but also overturning the Langs' entire bourgeois existence, as the man-versus-beast battle leads into an absurd mess of infidelity, extortion, organ donation and other assorted mayhem. -- (C) Radius TWC	R	Comedy	Jacob Aaron Estes	Jacob Aaron Estes	2012-11-02	2013-04-30	$	63,595	91 minutes	The Weinstein Company
1279	A handful of kids stranded without their parents is determined to make the most of a bad situation in this comedy. It's Christmas Eve, and Oliver Porter (Lewis Black), the passenger relations manager at a busy airport in the Midwest, is looking forward to spending Christmas in Hawaii with his wife after 15 years in a row working on the busy Yuletide holiday. However, fate conspires against him when a massive snowstorm sweeps in and all flights are canceled. Porter suddenly has to deal with a number of stranded passengers, including six tween-age kids who are each flying unaccompanied from one divorced parent to another -- spoiled little rich girl Grace (Gina Mantegna), geeky but likable Spencer (Dyllan Christopher), his pesky little sister Katy (Dominique Saldana), plus-size comic book fan Beef (Brett Kelly), grumpy tomboy Donna (Quinn Shephard), and bright but mischievous Charlie (Tyler James Williams). With his hands full and determined to make his way to the islands, Porter puts his assistant Zach Van Bourke (Wilmer Valderrama) in charge of the kids. Zach doesn't care for this assignment and the kids don't care for him, and before long they've escaped from the basement conference room where he's stashed them and turned the airport into their playground. Unaccompanied Minors also features Paget Brewster, Rob Corddry and Teri Garr.	PG	Comedy|Kids and Family	Paul Feig	Mya Stark|Jacob Meszaros	2006-12-08	2007-08-07	$	16,614,132	89 minutes	Warner Bros.
1288	A New Jersey rent-a-cop gets his moment to shine as the holidays approach and Santa's little helpers stage a coup at the local shopping mall in this comedy starring King of Queens' Kevin James. Paul Blart (James) is a single suburban dad attempting to make ends meet by working as a mall security guard. Paul takes his job very seriously; unfortunately the same can't be said for the shoppers he deals with on a daily basis. That all changes the day that Santa's little helpers shut down the mall and start taking hostages, including Paul's daughter and his main squeeze. Realizing that no one knows the mall better than the man who's paid to guard it, Paul mounts his Segway and speeds to the rescue.	PG	Comedy	Steve Carr	Kevin James|Nick Bakay	2009-01-16	2009-05-19	$	146,336,178	91 minutes	Sony Pictures/Columbia Pictures
1290	"It has been two decades since master filmmaker GEORGE A. ROMERO's zombies have stalked the screens of motion picture theaters. For years, fans around the world have been eagerly awaiting his return.And now that day is here.An all-new chapter of horror is about to begin...George A. Romero's Land of the Dead is the acclaimed director's long-awaited return to the genre he invented, beginning with the seminal Night of the Living Dead and continuing with Dawn of the Dead and Day of the Dead.In Romero's harrowing newest vision, the world (as humankind has known it) is merely a memory. In its place is the never-ending nightmare existence of us-the living-versus them-the ""walkers."" What's left of mankind is cordoned off behind the walls of a fortified city while the walking dead roam the vast wasteland beyond. The few wealthy and powerful try to maintain an illusion of life as it was, dwelling high above the city in the exclusive towers of Fiddler's Green, the last bastion of the ruling class. On the streets below, however, the remaining, less fortunate of the city's inhabitants eke out a hard-scrabble life, seeking what little solace they can in the vices available-gambling, flesh trade, drugs-anything that offers even a fleeting respite from the hell their lives have become.Both the lofty heights of Fiddler's Green and the demoralizing lows of the city below are lorded over by a handful of ruthless opportunists, led by Kaufman (DENNIS HOPPER), who keeps his hands in everything, from real estate to less above-board pursuits. To bring food and other essential supplies to the occupants of the city and to allow the Green's well-to-do to acquire the scarce luxury items to which they were once accustomed, a hardened group of mercenaries-headed by Riley (SIMON BAKER) and his second-in-command, Cholo (JOHN LEGUIZAMO)-run retrieval missions outside the city, protected by their massive armored vehicle, Dead Reckoning. Riley and Cholo, like Kaufman, are in it for the money, which they hope to use for their own escapes- Riley to the North, with promises of ""a world without fences"" and freedom, and Cholo to the luxury of Fiddler's Green, far away from the violent life he has known.While Kaufman and his employees concern themselves with commerce, life is changing both within and beyond the walls of the city. Unrest and anarchy are on the rise among the city's disenfranchised and outside, the army of the dead is changing, evolving, learning to organize and communicate.When Cholo commandeers Dead Reckoning, intent on extorting millions out of Kaufman and his cronies, Riley and his ragtag group-including Slack (ASIA ARGENTO) and Charlie (ROBERT JOY)-are called into action to stop Cholo and, in the process, protect the city and its population from the growing army of evolving zombies storming its weakening perimeter.Universal Pictures and Atmosphere Entertainment MM present A Mark Canton-Bernie Goldmann and Romero-Grunwald Production, in association with Wild Bunch: George A. Romero's Land of the Dead, starring Simon Baker, Dennis Hopper, Asia Argento, Robert Joy and John Leguizamo. Written and directed by Romero, the film is produced by MARK CANTON (Taking Lives), PETER GRUNWALD (Monkey Shines) and BERNIE GOLDMANN (Taking Lives).Joining Romero behind the camera are director of photography MIROSLAW BASZAK (Picture Claire), production designer ARV GREYWAL (upcoming 16 Blocks), editor MICHAEL DOHERTY (New Blood), costume designer ALEX KAVANAGH (upcoming Saw 2) and composers REINHOLD HEIL and JOHNNY KLIMEK (Shattered Glass). STEVE BARNETT, DENNIS E. JONES, RYAN KAVANAUGH and LYNWOOD SPINKS serve as executive producers. --"	R	Action and Adventure|Drama|Horror|Mystery and Suspense	Unknown	Unknown	2005-06-24	2005-10-18	$	20,433,940	92 minutes	Universal Pictures
1292	Writer/director Lisa Cholodenko follows up her much-acclaimed 1997 debut High Art with this examination of a young couple seduced into a hedonistic, left-coast lifestyle. Taking its title from its central locale, Laurel Canyon focuses on a pair of upper-middle class lovebirds from the East Coast who relocate to Los Angeles. Freshly minted from Harvard, Sam (Christian Bale) and Alex (Kate Beckinsale) are eager to continue their medical studies out West, but they need some lodging while they hunt for a home. Enter Jane (Frances McDormand), Sam's estranged, Age-of-Aquarius mom, who's more than willing to put the couple up in her lavish digs. Jane is a successful record producer whose latest charge -- both in the studio and in her bedroom -- is Ian (Alessandro Nivola), a brazen, libidinous twentysomething Brit-rocker. As Sam and Alex settle in at Jane's, they gradually lose their straight-and-narrow approach to life and begin to experiment. Alex takes to Ian and Jane, while Sam is wooed by co-worker Sara (Natascha McElhone). Laurel Canyon features a score by Shudder to Think's Craig Wedren; the music for Ian's band was provided by Sparklehorse's Mark Linkous and indie-rockers Folk Implosion.	R	Art House and International|Drama	Lisa Cholodenko	Lisa Cholodenko	2003-03-07	2003-07-15	$	3,596,939	103 minutes	Sony Pictures Classics
1295	"""Maleficent"" explores the untold story of Disney's most iconic villain from the classic ""Sleeping Beauty"" and the elements of her betrayal that ultimately turn her pure heart to stone. Driven by revenge and a fierce desire to protect the moors over which she presides, Maleficent cruelly places an irrevocable curse upon the human king's newborn infant Aurora. As the child grows, Aurora is caught in the middle of the seething conflict between the forest kingdom she has grown to love and the human kingdom that holds her legacy. Maleficent realizes that Aurora may hold the key to peace in the land and is forced to take drastic actions that will change both worlds forever. (c) Walt Disney Pictures"	PG	Science Fiction and Fantasy	Robert Stromberg	Linda Woolverton	2014-05-30	2014-11-04	$	190,871,149	97 minutes	Walt Disney Pictures
